anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_iptu,valor_mt2
Lucio,46m²,,,Parque das Cachoeiras,2,Valparaíso de Goiás,1045509162,,2022-06-16,,Conjunto Residencial 7 Condomínio 1 Bloco E,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-2q-suite-lazer-em-valparaiso-frente-shopping-1045509162,R$ 310,R$ 139.900,R$ 100,
Cledemilson,65m²,,,Parque da Barragem Setor 12,1,Águas Lindas de Goiás,1045511628,,2022-06-16,,Quadra 62 Conjunto B,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agil-de-apto-aguas-lindas-go-1045511628,,R$ 20.000,,
CASA BELLA IMÓVEIS,50m²,,,Ypiranga,1,Valparaíso de Goiás,1035515528,,2022-06-16,,Rua Ypiranga,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-um-lindo-apartamento-terreo-desocupado-com-box-no-banheiro-com-quintal-1035515528,R$ 0,R$ 29.999,R$ 0,
Maiara ,47m²,,,Ypiranga,1,Valparaíso de Goiás,1045527874,,2022-06-16,,Rua Marajó,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-varandas-clube-1-barato-urgente-1045527874,R$ 150,R$ 18.900,R$ 170,
CASA BELLA IMÓVEIS,53m²,,,Setor de Chácaras Anhangüera B,1,Valparaíso de Goiás,1017256780,,2022-06-16,,Quadra 26,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-em-valparaiso-de-goias-em-ate-100-1017256780,R$ 0,R$ 138.000,R$ 0,
Wellen,,,,Setor de Chácaras Anhangüera A,1,Valparaíso de Goiás,1045536428,,2022-06-16,,Quadra 5,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-1045536428,R$ 60,R$ 690,,
Galvão Imoveis,60m²,,,Jardim Zuleika,1,Luziânia,1045591155,,2022-06-16,,Rua Bom Pastor,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-02-qtos-ate-100-financiado-1045591155,R$ 0,R$ 125.000,R$ 180,
Kayo,70m²,,,Parque da Barragem Setor 03,1,Águas Lindas de Goiás,1045600782,,2022-06-16,,Quadra 63 (Conjunto A),1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-3-quartos-jardim-america2-em-aguas-lindas-goias-1045600782,R$ 0,R$ 15.000,R$ 0,
CASA BELLA IMÓVEIS,300m²,,,Valparaiso I - Etapa E,1,Valparaíso de Goiás,1016138433,,2022-06-16,,Quadra 12,,,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/aluguel-nunca-mais-venha-construir-a-sua-casa-lotes-a-prestacao-em-cond-fechado-1016138433,R$ 0,R$ 100.000,R$ 0,
INVISTA DF,54m²,,,Núcleo Habitacional Novo Gama,1,Novo Gama,1028001238,,2022-06-16,,Avenida Perimetral SG2,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-no-novo-gama-1028001238,R$ 0,R$ 120.000,R$ 0,
Vinicius Gomes,10m²,,,Centro,1,Cidade Ocidental,1045811127,,2022-06-16,,SQ 12 Quadra 11,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-em-cidade-ocidental-1045811127,R$ 0,R$ 18.000,R$ 0,
Anderson Bruno,,,,,1,Valparaíso De Goiás,1045823147,,2022-06-16,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-no-valparaiso-1-ypiranga-1045823147,,R$ 24.000,,
Eltinho,,,,Jardim Céu Azul,1,Valparaíso de Goiás,1045840820,,2022-06-17,,"Rua 74 (Quadras 121,122,150,151,153,154)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ap-no-valparaiso-1045840820,R$ 80,R$ 80.000,R$ 180,
Jessé Araújo,55m²,,,Ypiranga,1,Valparaíso de Goiás,1045861193,,2022-06-17,,Rua Araguaia,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-2q-varanda-lazer-1045861193,R$ 150,R$ 48.000,R$ 250,
CASA BELLA IMÓVEIS,58m²,,,Setor de Chácaras Anhangüera B,1,Valparaíso de Goiás,1045877386,,2022-06-17,,Quadra 24,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamentos-prontos-pra-morar-em-cond-fechado-c-area-de-lazer-em-valparaiso-go-1045877386,R$ 0,R$ 138.000,R$ 0,
NEGÓCIOS-DF,,,,Valparaiso I - Etapa A,0,Valparaíso De Goiás,647237867,,2022-06-17,,,0,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o-tudo-por-a-g-i-o-de-c-a-s-a-apt-terreo-ou-fiat-uno-647237867,,R$ 16.000,,
NEGÓCIOS-DF,0m²,,,Jardim Ipanema,2,Valparaíso De Goiás,718265948,,2022-06-17,,,0,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o-tudo-aqui-por-agio-de-casa-apt-terreo-ou-fiat-uno-718265948,,R$ 16.000,,
NEGÓCIOS-DF,2m²,,,Valparaiso I - Etapa A,2,Valparaíso De Goiás,861490891,,2022-06-17,,,2,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-agio-de-casa-apt-terreo-ou-f-i-a-t-uno-861490891,,R$ 40.000,,
NEGÓCIOS-DF,0m²,,,Valparaiso I - Etapa A,2,Valparaíso De Goiás,884688266,,2022-06-17,,,0,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-agio-de-casa-apt-terreo-ou-f-i-a-t-uno-884688266,,R$ 40.000,,
NEGÓCIOS-DF,41m²,,,Valparaiso I - Etapa A,2,Valparaíso De Goiás,865585123,,2022-06-17,,,0,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-agio-de-casa-apt-terreo-ou-f-i-a-t-uno-865585123,,R$ 40.000,,
DANIEL,43m²,,,Parque Rio Branco,1,Valparaíso de Goiás,1046046059,,2022-06-17,,Rua B (Quadras 03 a 08),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/urgente-vendo-ou-troco-apartamento-1046046059,R$ 60,R$ 125.000,,
Júnior,81m²,,,Parque Esplanada III,2,Valparaíso de Goiás,1046048378,,2022-06-17,,Quadra 40-44,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ville-blanche-ii-apartamento-reformado-varanda-extendida-1046048378,R$ 500,R$ 319.999,R$ 834,
ideilsonbri0423,,,,Ypiranga,1,Valparaíso de Goiás,1046051302,,2022-06-17,,Rua Saia Velha,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agil-de-apartamento-25000-1046051302,,R$ 25.000,,
SAROM IMÓVEIS,45m²,,,Parque Esplanada III,1,Valparaíso de Goiás,1046070236,,2022-06-17,,Quadra 17,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-de-2-quartos-condominio-bello-cielo-valparaiso-de-goias-go-1046070236,R$ 188,R$ 110.000,R$ 0,
Lau.sousareis,,,,Santa Luzia,1,Luziânia,1046098559,,2022-06-17,,Rua Santa Catarina,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-1046098559,R$ 155,R$ 40.000,,
CENTRAL VENDAS,60m²,,,Parque da Barragem Setor 01,1,Águas Lindas de Goiás,1046110006,,2022-06-17,,Quadra 50 Conjunto B,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-uma-rua-da-br-st-01-aguas-lindas-17-900-1046110006,,R$ 16.900,,
Gááby R.,,,,Parque Estrela Dalva IX,1,Luziânia,1046133838,,2022-06-17,,Quadra 185,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-barato-1046133838,R$ 0,R$ 10.000,,
Joseane Santos,,,,Chácaras Anhangüera,1,Valparaíso de Goiás,1046182500,,2022-06-17,,"Rua Ceará (Quadras 21,22,24,25)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-um-apartamento-1046182500,R$ 75,R$ 18.000,,
m.rosineid,,,,Jardim Paiva,1,Novo Gama,1046187965,,2022-06-17,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-de-agil-apartamento-1046187965,R$ 0,,R$ 78,
Luan vieira,65m²,,,Chácaras Quedas do Descoberto,1,Águas Lindas de Goiás,1046197260,,2022-06-17,,Quadra 33,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/residencial-bosque-1046197260,,R$ 550,,
Marcio,48m²,,,Parque Esplanada II,1,Valparaíso de Goiás,1046197193,,2022-06-17,,"Rua 8 (Quadras 31,32,35,36)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-1046197193,,R$ 75.000,,
Imobiliária Vitrine,37m²,,,Cidade Jardins,1,Valparaíso de Goiás,1046216450,,2022-06-17,,Quadra QC 12,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-cidade-jardins-valparaiso-1046216450,R$ 100,R$ 95.000,,
lukas,,,,Jardim Céu Azul,1,Valparaíso de Goiás,1046217859,,2022-06-17,,Rua 1 (Quadra 01),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-valparaiso-1046217859,R$ 65,R$ 35.000,,
Tiago,,,,Unimorar,,Valparaíso de Goiás,1046218209,,2022-06-17,,Rua Sucupira,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-02-quartos-1046218209,R$ 50,R$ 25.000,,
Nayara Pereira,,,,Parque Nápolis B,1,Cidade Ocidental,1046260195,,2022-06-17,,Quadra 80,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-em-cidade-ocidental-1046260195,,R$ 12.000,,
raulsezoste9,,,,Jardim Céu Azul,1,Valparaíso de Goiás,1046264428,,2022-06-17,,"Rua 12 (Quadras 12,13,15 a 21)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-ap-1046264428,R$ 0,R$ 25.000,,
Esterfani,,,,Parque Nápolis A,1,Cidade Ocidental,1046272072,,2022-06-18,,Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-r-10mil-cidade-ocidental-1046272072,R$ 0,R$ 10.000,R$ 0,
Valle E.,200m²,,,Jardim da Barragem VI,1,Águas Lindas de Goiás,1046279929,,2022-06-18,,Quadra 72,5 ou mais,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-16mil-aceito-troca-em-carro-mesmo-valor-1046279929,R$ 0,R$ 16.000,R$ 0,
Marcelo,62m²,,,Mansões Olinda,1,Águas Lindas de Goiás,1046303462,,2022-06-18,,QA 13,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/mansoes-olinda-apt-2-quartos-muito-bom-1046303462,R$ 50,R$ 125.000,,
Junior,48m²,,,Ypiranga,1,Valparaíso de Goiás,1046315718,,2022-06-18,,Rua Marajó,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-valparaiso-1046315718,R$ 130,R$ 36.500,R$ 0,
Gil,80m²,,,Jardim da Barragem V,1,Águas Lindas de Goiás,1046306595,,2022-06-18,,Quadra 32,3,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otimo-apartamento-e-bem-localizado-1046306595,R$ 0,R$ 35.000,R$ 0,
Trasportes Miranda,99000m²,,,Parque São Bernardo,2,Valparaíso de Goiás,1046360830,,2022-06-18,,"Rua 6 (Quadras 06,07,10,11,22,23)",1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-3-quartos-90-9-metros-1046360830,R$ 300,R$ 185.000,R$ 300,
rai,58m²,,,Setor de Chácaras Anhangüera A,1,Valparaíso de Goiás,1046375423,,2022-06-18,,Quadra 5,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-troco-agio-apartamento-1046375423,R$ 60,R$ 45.000,R$ 120,
Kika12 ,49m²,,,Chácaras Santa Maria,1,Valparaíso de Goiás,1046629189,,2022-06-18,,Rua 8,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-com-49-metros-quadrados-1046629189,R$ 140,R$ 22.000,,
Mário,,,,Parque Nápolis A,1,Cidade Ocidental,1046633240,,2022-06-18,,Quadra 32,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-1046633240,,,,
Paulo Henrique,,,,Valparaiso II,1,Valparaíso de Goiás,1046636528,,2022-06-18,,Quadra 25,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apto-em-valparaiso-de-goias-1046636528,R$ 70,,,
Chagas,51m²,,,,1,Águas Lindas De Goiás,1046641406,,2022-06-18,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-vendo-ou-troco-1046641406,R$ 330,R$ 1,R$ 0,
Pablo Rychartis,63m²,,,Loteamento Lunabel 3,1,Novo Gama,1046653603,,2022-06-19,,Quadra 30,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-aceito-proposta-1046653603,R$ 0,R$ 27.000,,
Jorge,,,,Parque Rio Branco,1,Valparaíso de Goiás,1046669844,,2022-06-19,,Rua da BR-040 (Quadras 01 e 02),,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apto-valparaiso-2-centro-lazer-completo-barato-demais-1046669844,,R$ 21.500,,
brenobsilva810,52m²,,,Setor de Chácaras Anhangüera C,1,Valparaíso de Goiás,1046688627,,2022-06-19,,Quadra 25,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agil-apartamento-terreo-1046688627,R$ 50,R$ 15.000,R$ 149,
silvia,60m²,,,Jardim Céu Azul,1,Valparaíso de Goiás,1035752811,,2022-06-19,,Avenida 3 (Quadras 83 a 104),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-condominio-em-valparaiso-go-residencial-palissander-1035752811,R$ 300,R$ 110.000,R$ 170,
Cleyton Ornelas,200m²,,,Parque da Barragem Setor 03,1,Águas Lindas de Goiás,1046758816,,2022-06-19,,Quadra 20 Conjunto A,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casas-e-aptos-e-duplex-em-aguas-lindas-go-1046758816,R$ 0,R$ 130.000,R$ 150,
Ana AmÃ©lia,64m²,,,Parque das Cachoeiras,2,Valparaíso de Goiás,1046765591,,2022-06-19,,Conjunto Residencial 5 Condomínio 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/parque-clube-terreo-com-suite-145-mil-ja-com-cobertura-o-mais-barato-da-regiao-1046765591,R$ 290,R$ 145.000,R$ 270,
Ana AmÃ©lia,44m²,,,Parque das Cachoeiras,1,Valparaíso de Goiás,1046766873,,2022-06-19,,Conjunto Residencial 5 Condomínio 1,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/115-mil-parque-clube-na-quadra-do-mc-donald-s-valparaiso-1046766873,R$ 240,R$ 115.000,,
Ana AmÃ©lia,40m²,,,Parque das Cachoeiras,2,Valparaíso de Goiás,1046769798,,2022-06-19,,Conjunto Residencial 5 Condomínio 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-10-mil-de-entrada-condominio-parque-clube-1-2-qts-com-2-banheiros-1046769798,R$ 270,R$ 129.000,,
thainara Alcantra,,,,Mansões Recreio Mossoró,1,Cidade Ocidental,1046777258,,2022-06-19,,Quadra 3,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-o-agio-desse-apto-1046777258,,R$ 10,,
cristiano nascimento,,,,Parque Esplanada II,1,Valparaíso de Goiás,1046781808,,2022-06-19,,"Rua 8 (Quadras 33,34,37,38)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-1046781808,,R$ 25.000.000,,
Gabriel,,,,Parque Nápolis A,1,Cidade Ocidental,1046786618,,2022-06-19,,Quadra 12,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agil-de-apartamento-terreo-cidade-ocidental-1046786618,,R$ 20.000,,
Mayara De Souza Melo,,,,Residencial Villa Suiça,1,Cidade Ocidental,1046802176,,2022-06-19,,Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-25-mil-1046802176,R$ 67,,,
claudio santos,55m²,,,Parque Nova Friburgo B,1,Cidade Ocidental,1046838025,,2022-06-19,,Quadra 9,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-13-mil-1046838025,R$ 1,R$ 13.000,R$ 1,
Klebson Amado,65m²,,,Ypiranga,1,Valparaíso de Goiás,1046881052,,2022-06-19,,Rua Marajó,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-1046881052,R$ 76,R$ 40.000,R$ 120,
claudio cruz,55m²,,,Parque Nova Friburgo B,1,Cidade Ocidental,1046855561,,2022-06-19,,Quadra 9,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-13-mil-1046855561,R$ 1,R$ 13.000,R$ 1,
Debora,0m²,,,Parque Nova Friburgo B,1,Cidade Ocidental,1046881424,,2022-06-19,,Quadra 48,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendi-se-apartamento-1046881424,R$ 0,R$ 15.000,R$ 0,
CASA BELLA IMÓVEIS,50m²,,,Ypiranga,2,Valparaíso de Goiás,1039502120,,2022-06-19,,Rua Ypiranga,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-desse-lindo-apartamento-dois-quartos-em-condominio-fechado-desocupado-com-quint-1039502120,R$ 0,R$ 29.999,R$ 0,
claudio gomes,55m²,,,Parque Nova Friburgo B,1,Cidade Ocidental,1046886128,,2022-06-19,,Quadra 9,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-13-mil-1046886128,R$ 1,R$ 13.000,R$ 1,
leonardoneiro,,,,Ypiranga,1,Valparaíso de Goiás,1046908135,,2022-06-19,,Rua Saia Velha,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-quitado-1046908135,R$ 85,R$ 110.000,R$ 262,
loipoi loiBertunes,,,,Jardim Céu Azul,2,Valparaíso de Goiás,1046914296,,2022-06-19,,"Rua 22 (Quadras 23, 25 e 27)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-1046914296,,R$ 47.000,,
souza.barbarafernandes,,,,Mansões Recreio Estrela D'Alva III,1,Cidade Ocidental,1046924800,,2022-06-19,,Quadra 111,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-urgente-cidade-ocidental-1046924800,,R$ 20.000,,
washington_nunez33,44m²,,,Setor Norte Maravilha,1,Luziânia,1046928417,,2022-06-19,,Rua Gelmires Reis,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-troco-1046928417,R$ 470,R$ 26.900,R$ 175,
VendedorValparaizo,59m²,,,Cidade Jardins,1,Valparaíso de Goiás,1046952724,,2022-06-19,,Quadra QC 01 Conjunto B Bloco 6,0,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-3-quartos-valparaiso-1046952724,R$ 85,R$ 89.000,,
Brian Lui,42m²,,,St 8,1,Águas Lindas De Goiás,1046953028,,2022-06-19,,,1,,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ed-icaro-1-quarto-42m-1046953028,R$ 405,R$ 340.000,R$ 770,
Eliane X.,70m²,,,Jardim da Barragem I,1,Águas Lindas de Goiás,1046963805,,2022-06-19,,Quadra 2,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-proximo-do-novo-tatico-1046963805,,R$ 35,R$ 208,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Ypiranga,1,Valparaíso de Goiás,1046985091,,2022-06-20,,Quadra 4 Chácara 69,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-no-valparaiso-terreo-c-garagen-coberta-1046985091,R$ 0,R$ 33.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Ypiranga,1,Valparaíso de Goiás,1046985245,,2022-06-20,,Quadra 4 Chácara 64,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-no-valparaiso-terreo-c-garagen-coberta-1046985245,R$ 0,R$ 33.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Ypiranga,1,Valparaíso de Goiás,1046985881,,2022-06-20,,Quadra 4 Chácara 69,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-no-valparaiso-terreo-c-garagen-coberta-1046985881,R$ 0,R$ 33.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Ypiranga,1,Valparaíso de Goiás,1046985890,,2022-06-20,,Quadra 4 Chácara 67,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-no-valparaiso-terreo-c-garagen-coberta-1046985890,R$ 0,R$ 33.000,R$ 0,
Gama Brokers imobiliária,50m²,,,Núcleo Habitacional Novo Gama,1,Novo Gama,1046990247,,2022-06-20,,Condomínio Parque Lousã (Conjunto 06 HC Seção SAM 400),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/parque-lousa-apto-02qts-av-perimetral-novo-gama-1046990247,R$ 0,R$ 99.000,R$ 0,
leonardo,48m²,,,Parque Esplanada III,1,Valparaíso de Goiás,1028352461,,2022-06-20,,Rua 31,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apt-2-quartos-110-000-valparaiso-1028352461,R$ 310,R$ 110.000,R$ 160,
CENTRAL VENDAS,60m²,,,Chácaras Quedas do Descoberto,1,Águas Lindas de Goiás,1047205018,,2022-06-20,,Quadra 28,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-na-principal-perto-da-prefeitura-de-aguas-lindas-setor-quedas-so-17-900-1047205018,,R$ 17.900,,
Thiagonunes,48m²,,,Valparaiso I - Etapa A,1,Valparaíso de Goiás,1047248855,,2022-06-20,,Quadra 20,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-apartamento-no-condominio-belle-stanza-1047248855,,R$ 130.000,,
FAS Imóveis,60m²,,,Parque Marajó,1,Valparaíso de Goiás,1047291634,,2022-06-20,,"Rua Recife (Quadras 08,15,21,27)",2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-terreo-no-valparaiso-de-goias-go-1047291634,R$ 130,R$ 25.000,,
Carol,,,,Parque Rio Branco,1,Valparaíso de Goiás,1047298531,,2022-06-20,,"Avenida Comercial (Quadras 14,17,20)",,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-na-cidade-jardins-1047298531,,R$ 32.000,,
Thales Macedo,99m²,,,Cidade Jardins,2,Valparaíso de Goiás,1047301628,,2022-06-20,,Quadra QI 1 Conjunto B,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-4-em-caldas-novas-melhor-localizacao-1047301628,,R$ 230.000,,
Dream House Imóveis,50m²,,,Mansões Olinda,1,Águas Lindas de Goiás,965631828,,2022-06-20,,QA 33,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apt-2q-no-valparaiso-com-area-de-lazer-completa-965631828,R$ 120,R$ 138.000,,
Dream House Imóveis,50m²,,,Parque Esplanada II,1,Valparaíso de Goiás,942819586,,2022-06-20,,"Rua 8 (Quadras 33,34,37,38)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apt-2q-no-valparaiso-belle-stella-todo-planejado-1-andar-942819586,R$ 300,R$ 109.999,,
Medeiros Broker,48m²,,,Parque das Cachoeiras,2,Valparaíso de Goiás,1044015122,,2022-06-20,,Conjunto Residencial 7 Condomínio 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-top-no-parque-clube-ii-andar-alto-1044015122,R$ 248,R$ 119.500,R$ 210,
Rayanne ,,,,,1,Águas Lindas De Goiás,1047352734,,2022-06-20,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-mansoes-camargo-1047352734,,R$ 18.000,,
Dyonatan Calais,0m²,,,Centro,1,Cidade Ocidental,1047369473,,2022-06-20,,SQ 11 Quadra 5,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-terreo-com-quital-1047369473,R$ 0,R$ 14.000,R$ 0,
camila,,,,Setor de Chácaras Anhangüera C,1,Valparaíso de Goiás,1047370739,,2022-06-20,,Quadra 23,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-22-mil-no-valparaiso-de-goias-1047370739,,,,
Barbosa,200m²,,,Jardim Pérola da Barragem II,1,Águas Lindas de Goiás,1047382704,,2022-06-20,,Quadra 46,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-agio-de-apto-1047382704,R$ 0,R$ 25.000,R$ 10,
philipe fernandes,52m²,,,Cidade Jardins - Etapa B,1,Valparaíso de Goiás,1047386872,,2022-06-20,,QC 04 (Rossi Parque Nova Cidade II),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-reformado-e-planejado-1047386872,R$ 140,R$ 46.900,R$ 230,
Rodrigo A Barbosa,45m²,,,Jardim do Ingá,1,Luziânia,1047397626,,2022-06-20,,Rua Dona Alzira Pimentel Albuquerque,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-apartamento-1047397626,R$ 180,R$ 137.000,,
CASA BELLA IMÓVEIS,46m²,,,Cidade Jardins,1,Valparaíso de Goiás,1047434444,,2022-06-21,,Quadra QC 05 Bloco 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-lindo-apto-com-forro-rebaixado-com-lampadas-de-led-e-cozinha-planejada-1047434444,R$ 0,R$ 35.000,R$ 0,
